,Event Title,Fighter A,Fighter B,Winner,Odds A,Odds B,Underdog,Favorite
4114,UFC Fight Night: Allen vs. Craig,Uros Medic,Myktybek Orolbai,Myktybek Orolbai,1.95,1.91,Uros Medic,Myktybek Orolbai
4115,UFC Fight Night: Allen vs. Craig,Jonathan Pearce,Joanderson Brito,Joanderson Brito,1.8,2.25,Joanderson Brito,Jonathan Pearce
4116,UFC Fight Night: Allen vs. Craig,Chad Anheliger,Jose Johnson,Jose Johnson,2.88,1.51,Chad Anheliger,Jose Johnson
4117,UFC Fight Night: Allen vs. Craig,Christian Duncan,Denis Tiuliulin,Christian Duncan,1.18,5.6,Denis Tiuliulin,Christian Duncan
4118,UFC Fight Night: Allen vs. Craig,Michael Parkin,Caio Machado (2),Michael Parkin,1.29,4.2,Caio Machado (2),Michael Parkin
4119,UFC Fight Night: Allen vs. Craig,Jeka Asparido Saragih,Lucas Alexander,Jeka Asparido Saragih,5.3,1.22,Jeka Asparido Saragih,Lucas Alexander
4120,UFC Fight Night: Allen vs. Craig,Lucie Pudilova,Ailin Perez,Ailin Perez,2.6,1.57,Lucie Pudilova,Ailin Perez
4121,UFC Fight Night: Allen vs. Craig,Charles Johnson,Rafael Estevam,Rafael Estevam,2.28,1.71,Charles Johnson,Rafael Estevam
4122,UFC Fight Night: Dariush vs. Tsarukyan,Beneil Dariush,Arman Tsarukyan,Arman Tsarukyan,3.55,1.38,Beneil Dariush,Arman Tsarukyan
4123,UFC Fight Night: Dariush vs. Tsarukyan,Bobby Green,Jalin Turner,Jalin Turner,2.54,1.61,Bobby Green,Jalin Turner
4124,UFC Fight Night: Dariush vs. Tsarukyan,Deiveson Figueiredo,Rob Font,Deiveson Figueiredo,2.2,1.83,Deiveson Figueiredo,Rob Font
4125,UFC Fight Night: Dariush vs. Tsarukyan,Sean Brady,Kelvin Gastelum,Sean Brady,1.91,2.05,Kelvin Gastelum,Sean Brady
4126,UFC Fight Night: Dariush vs. Tsarukyan,Clay Guida,Joaquim Silva,Joaquim Silva,3.75,1.31,Clay Guida,Joaquim Silva
4127,UFC Fight Night: Dariush vs. Tsarukyan,Punahele Soriano,Dustin Stoltzfus,Dustin Stoltzfus,1.38,3.9,Dustin Stoltzfus,Punahele Soriano
4128,UFC Fight Night: Dariush vs. Tsarukyan,Miesha Tate,Julia Avila,Miesha Tate,2.25,1.74,Miesha Tate,Julia Avila
4129,UFC Fight Night: Dariush vs. Tsarukyan,Zachary Reese,Cody Brundage,Cody Brundage,1.44,3.25,Cody Brundage,Zachary Reese
4130,UFC Fight Night: Dariush vs. Tsarukyan,Joe Solecki,Drakkar Klose,Drakkar Klose,2.15,1.8,Joe Solecki,Drakkar Klose
4131,UFC Fight Night: Dariush vs. Tsarukyan,Ihor Potieria,Rodolfo Bellato,Rodolfo Bellato,4.5,1.25,Ihor Potieria,Rodolfo Bellato
4132,UFC Fight Night: Dariush vs. Tsarukyan,Wellington Turman,Jared Gooden,Jared Gooden,1.53,2.8,Jared Gooden,Wellington Turman
4133,UFC Fight Night: Dariush vs. Tsarukyan,Jamey Lyn-Horth,Veronica Macedo,Veronica Macedo,1.57,2.7,Veronica Macedo,Jamey Lyn-Horth
4134,UFC Fight Night: Song vs. Gutierrez,Yadong Song,Chris Gutierrez,Yadong Song,1.29,4.1,Chris Gutierrez,Yadong Song
4135,UFC Fight Night: Song vs. Gutierrez,Khalil Rountree,Anthony Smith,Khalil Rountree,1.53,2.85,Anthony Smith,Khalil Rountree
4136,UFC Fight Night: Song vs. Gutierrez,Nasrat Haqparast,Jamie Mullarkey,Nasrat Haqparast,1.54,2.7,Jamie Mullarkey,Nasrat Haqparast
4137,UFC Fight Night: Song vs. Gutierrez,Su Mudaerji,Tim Elliott,Tim Elliott,2.43,1.65,Su Mudaerji,Tim Elliott
4138,UFC Fight Night: Song vs. Gutierrez,Andre Muniz,Jun Yong Park,Andre Muniz,2.7,1.55,Andre Muniz,Jun Yong Park
4139,UFC Fight Night: Song vs. Gutierrez,Kenan Song,Kevin Jousset,Kevin Jousset,2.4,1.71,Kenan Song,Kevin Jousset
4140,UFC Fight Night: Song vs. Gutierrez,Hyun Sung Park,Shannon Ross,Hyun Sung Park,1.2,6,Shannon Ross,Hyun Sung Park
4141,UFC Fight Night: Song vs. Gutierrez,Steve Garcia,Melquizael Costa,Steve Garcia,3.15,1.42,Steve Garcia,Melquizael Costa
4142,UFC Fight Night: Song vs. Gutierrez,Stephanie Egger,Luana Santos,Luana Santos,2.45,1.67,Stephanie Egger,Luana Santos
4143,UFC Fight Night: Song vs. Gutierrez,Tatsuro Taira,Carlos Hernandez,Tatsuro Taira,1.18,5.6,Carlos Hernandez,Tatsuro Taira
4144,UFC Fight Night: Song vs. Gutierrez,Rayanne Amanda,Talita Alencar,Talita Alencar,1.65,2.36,Talita Alencar,Rayanne Amanda
4145,UFC 296,Leon Edwards,Colby Covington,Leon Edwards,1.65,2.4,Colby Covington,Leon Edwards
4146,UFC 296,Alexandre Pantoja,Brandon Royval,Alexandre Pantoja,1.53,2.9,Brandon Royval,Alexandre Pantoja
4147,UFC 296,Shavkat Rakhmonov,Stephen Thompson,Shavkat Rakhmonov,1.17,6,Stephen Thompson,Shavkat Rakhmonov
4148,UFC 296,Paddy Pimblett,Tony Ferguson,Paddy Pimblett,1.33,3.95,Tony Ferguson,Paddy Pimblett
4149,UFC 296,Bryce Mitchell,Josh Emmett,Josh Emmett,1.4,3.3,Josh Emmett,Bryce Mitchell
4150,UFC 296,Alonzo Menifield,Dustin Jacoby,Alonzo Menifield,3.4,1.38,Alonzo Menifield,Dustin Jacoby
4151,UFC 296,Irene Aldana,Karol Rosa,Irene Aldana,1.57,2.56,Karol Rosa,Irene Aldana
4152,UFC 296,Cody Garbrandt,Brian Kelleher,Cody Garbrandt,1.57,2.65,Brian Kelleher,Cody Garbrandt
4153,UFC 296,Casey O'Neill,Ariane Lipski,Ariane Lipski,1.57,2.63,Ariane Lipski,Casey O'Neill
4154,UFC 296,Tagir Ulanbekov,Cody Durden,Tagir Ulanbekov,1.61,2.55,Cody Durden,Tagir Ulanbekov
4155,UFC 296,Andre Fili,Lucas Almeida,Andre Fili,1.61,2.46,Lucas Almeida,Andre Fili
4156,UFC 296,Shamil Gaziev,Martin Buday,Shamil Gaziev,2.2,1.87,Shamil Gaziev,Martin Buday
4157,UFC 297,Sean Strickland,Dricus Du Plessis,Dricus Du Plessis,1.97,1.93,Sean Strickland,Dricus Du Plessis
4158,UFC 297,Raquel Pennington,Mayra Bueno Silva,Raquel Pennington,2.55,1.62,Raquel Pennington,Mayra Bueno Silva
4159,UFC 297,Neil Magny,Mike Malott,Neil Magny,4.2,1.3,Neil Magny,Mike Malott
4160,UFC 297,Chris Curtis,Marc-Andre Barriault,Chris Curtis,1.59,2.6,Marc-Andre Barriault,Chris Curtis
4161,UFC 297,Arnold Allen,Movsar Evloev,Movsar Evloev,2.8,1.54,Arnold Allen,Movsar Evloev
4162,UFC 297,Brad Katona,Garrett Armfield,Garrett Armfield,1.52,2.95,Garrett Armfield,Brad Katona
4163,UFC 297,Charles Jourdain,Sean Woodson,Sean Woodson,1.52,2.8,Sean Woodson,Charles Jourdain
4164,UFC 297,Serhiy Sidey,Ramon Taveras,Ramon Taveras,1.56,2.8,Ramon Taveras,Serhiy Sidey
4165,UFC 297,Gillian Robertson,Polyana Viana,Gillian Robertson,1.34,3.5,Polyana Viana,Gillian Robertson
4166,UFC 297,Yohan Lainesse,Sam Patterson,Sam Patterson,1.71,2.23,Sam Patterson,Yohan Lainesse
4167,UFC 297,Jasmine Jasudavicius,Priscila Cachoeira,Jasmine Jasudavicius,1.27,4.4,Priscila Cachoeira,Jasmine Jasudavicius
4168,UFC 297,Malcolm Gordon,Jimmy Flick,Jimmy Flick,1.51,2.8,Jimmy Flick,Malcolm Gordon
4169,UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze,Nassourdine Imavov,Nassourdine Imavov,2.5,1.62,Roman Dolidze,Nassourdine Imavov
4170,UFC Fight Night: Dolidze vs. Imavov,Renato Moicano,Drew Dober,Renato Moicano,1.53,2.7,Drew Dober,Renato Moicano
4171,UFC Fight Night: Dolidze vs. Imavov,Randy Brown,Muslim Salikhov,Randy Brown,1.38,3.3,Muslim Salikhov,Randy Brown
4172,UFC Fight Night: Dolidze vs. Imavov,Viviane Araujo,Natalia Cristina da Silva,Natalia Cristina da Silva,3.75,1.31,Viviane Araujo,Natalia Cristina da Silva
4173,UFC Fight Night: Dolidze vs. Imavov,Gilbert Urbina,Charlie Radtke,Charlie Radtke,1.52,2.8,Charlie Radtke,Gilbert Urbina
4174,UFC Fight Night: Dolidze vs. Imavov,Diana Belbita,Molly McCann,Molly McCann,3.2,1.42,Diana Belbita,Molly McCann
4175,UFC Fight Night: Dolidze vs. Imavov,Charles Johnson,Azat Maksum,Charles Johnson,3.5,1.44,Charles Johnson,Azat Maksum
4176,UFC Fight Night: Dolidze vs. Imavov,Themba Gorimbo,Pete Rodriguez,Themba Gorimbo,1.51,3,Pete Rodriguez,Themba Gorimbo
4177,UFC Fight Night: Dolidze vs. Imavov,Blake Bilder,Jung Young Lee,Jung Young Lee,2.7,1.69,Blake Bilder,Jung Young Lee
4178,UFC Fight Night: Dolidze vs. Imavov,Julija Stoliarenko,Luana Carolina,Luana Carolina,1.69,2.35,Luana Carolina,Julija Stoliarenko
4179,UFC Fight Night: Dolidze vs. Imavov,Marquel Mederos,Landon Quiñones,Marquel Mederos,1.77,2.25,Landon Quiñones,Marquel Mederos
4180,UFC Fight Night: Dolidze vs. Imavov,Thomas Petersen,Jamal Pogues,Jamal Pogues,1.59,2.52,Jamal Pogues,Thomas Petersen
4181,UFC Fight Night: Hermansson vs. Pyfer,Jack Hermansson,Joe Pyfer,Jack Hermansson,3.25,1.41,Jack Hermansson,Joe Pyfer
4182,UFC Fight Night: Hermansson vs. Pyfer,Dan Ige,Andre Fili,Dan Ige,1.59,2.75,Andre Fili,Dan Ige
4183,UFC Fight Night: Hermansson vs. Pyfer,Ihor Potieria,Robert Bryczek,Ihor Potieria,2.9,1.67,Ihor Potieria,Robert Bryczek
4184,UFC Fight Night: Hermansson vs. Pyfer,Gregory Rodrigues,Brad Tavares,Gregory Rodrigues,1.43,3.1,Brad Tavares,Gregory Rodrigues
4185,UFC Fight Night: Hermansson vs. Pyfer,Darrius Flowers,Michael Johnson,Michael Johnson,2.3,1.74,Darrius Flowers,Michael Johnson
4186,UFC Fight Night: Hermansson vs. Pyfer,Armen Petrosyan,Rodolfo Vieira,Rodolfo Vieira,2,2,Armen Petrosyan,Rodolfo Vieira
4187,UFC Fight Night: Hermansson vs. Pyfer,Carlos Prates,Trevin Giles,Carlos Prates,1.41,3.1,Trevin Giles,Carlos Prates
4188,UFC Fight Night: Hermansson vs. Pyfer,Timothy Cuamba,Bolaji Oki,Bolaji Oki,2.66,1.61,Timothy Cuamba,Bolaji Oki
4189,UFC Fight Night: Hermansson vs. Pyfer,Bruna Brasil,Loma Lookboonmee,Loma Lookboonmee,3.6,1.36,Bruna Brasil,Loma Lookboonmee
4190,UFC Fight Night: Hermansson vs. Pyfer,Devin Clark,Marcin Prachnio,Marcin Prachnio,1.49,2.85,Marcin Prachnio,Devin Clark
4191,UFC Fight Night: Hermansson vs. Pyfer,Jeremiah Wells,Max Griffin,Max Griffin,1.69,2.4,Max Griffin,Jeremiah Wells
4192,UFC Fight Night: Hermansson vs. Pyfer,Bogdan Guskov,Zac Pauga,Bogdan Guskov,2.08,1.83,Bogdan Guskov,Zac Pauga
4193,UFC Fight Night: Hermansson vs. Pyfer,Hyder Amil,Fernando Garcia,Hyder Amil,1.53,2.9,Fernando Garcia,Hyder Amil
4194,UFC Fight Night: Moreno vs. Royval,Brandon Moreno,Brandon Royval,Brandon Royval,1.37,3.8,Brandon Royval,Brandon Moreno
4195,UFC Fight Night: Moreno vs. Royval,Brian Ortega,Yair Rodriguez,Brian Ortega,2.45,1.71,Brian Ortega,Yair Rodriguez
4196,UFC Fight Night: Moreno vs. Royval,Daniel Zellhuber,Francisco Prado,Daniel Zellhuber,1.37,3.75,Francisco Prado,Daniel Zellhuber
4197,UFC Fight Night: Moreno vs. Royval,Sam Hughes,Yazmin Jauregui,Yazmin Jauregui,6.25,1.2,Sam Hughes,Yazmin Jauregui
4198,UFC Fight Night: Moreno vs. Royval,Manuel Torres,Chris Duncan (2),Manuel Torres,1.62,2.55,Chris Duncan (2),Manuel Torres
4199,UFC Fight Night: Moreno vs. Royval,Christian Quinonez,Raoni Barcelos,Raoni Barcelos,2.55,1.62,Christian Quinonez,Raoni Barcelos
4200,UFC Fight Night: Moreno vs. Royval,Mateus Mendonca,Jesus Santos Aguilar,Jesus Santos Aguilar,1.8,2.15,Jesus Santos Aguilar,Mateus Mendonca
4201,UFC Fight Night: Moreno vs. Royval,Daniel Lacerda,Edgar Chairez,Edgar Chairez,4.9,1.29,Daniel Lacerda,Edgar Chairez
4202,UFC Fight Night: Moreno vs. Royval,Claudio Puelles,Fares Ziam,Fares Ziam,2.8,1.49,Claudio Puelles,Fares Ziam
4203,UFC Fight Night: Moreno vs. Royval,Luis Rodriguez,Denys Bondar,Luis Rodriguez,1.9,2.05,Denys Bondar,Luis Rodriguez
4204,UFC Fight Night: Moreno vs. Royval,Victor Altamirano,Felipe Dos Santos,Felipe Dos Santos,3.55,1.35,Victor Altamirano,Felipe Dos Santos
4205,UFC Fight Night: Moreno vs. Royval,Erik Silva,Muhammadjon Naimov,Muhammadjon Naimov,5.25,1.2,Erik Silva,Muhammadjon Naimov
4206,UFC Fight Night: Rozenstruik vs. Gaziev,Jairzinho Rozenstruik,Shamil Gaziev,Jairzinho Rozenstruik,2.7,1.59,Jairzinho Rozenstruik,Shamil Gaziev
4207,UFC Fight Night: Rozenstruik vs. Gaziev,Tyson Pedro,Vitor Petrino,Vitor Petrino,4.5,1.27,Tyson Pedro,Vitor Petrino
4208,UFC Fight Night: Rozenstruik vs. Gaziev,Alex Perez,Muhammad Mokaev,Muhammad Mokaev,4.1,1.29,Alex Perez,Muhammad Mokaev
4209,UFC Fight Night: Rozenstruik vs. Gaziev,Umar Nurmagomedov,Bekzat Almakhan,Umar Nurmagomedov,1.08,9.5,Bekzat Almakhan,Umar Nurmagomedov
4210,UFC Fight Night: Rozenstruik vs. Gaziev,Matt Schnell,Steve Erceg,Steve Erceg,4.7,1.22,Matt Schnell,Steve Erceg
4211,UFC Fight Night: Rozenstruik vs. Gaziev,Eryk Anders,Jamie Pickett,Eryk Anders,1.22,5.1,Jamie Pickett,Eryk Anders
4212,UFC Fight Night: Rozenstruik vs. Gaziev,Vinicius  de Oliveira,Bernardo Sopai,Vinicius  de Oliveira,1.95,2.15,Bernardo Sopai,Vinicius  de Oliveira
4213,UFC Fight Night: Rozenstruik vs. Gaziev,Javid Basharat,Aiemann Zahabi,Aiemann Zahabi,1.12,8,Aiemann Zahabi,Javid Basharat
4214,UFC Fight Night: Rozenstruik vs. Gaziev,Christian Duncan,Claudio Ribeiro,Christian Duncan,1.28,4.1,Claudio Ribeiro,Christian Duncan
4215,UFC Fight Night: Rozenstruik vs. Gaziev,Ludovit Klein,A.J. Cunningham,Ludovit Klein,1.11,8.5,A.J. Cunningham,Ludovit Klein
4216,UFC Fight Night: Rozenstruik vs. Gaziev,Loik Radzhabov,Abdul-Kareem Al-Selwady,Loik Radzhabov,2.32,1.74,Loik Radzhabov,Abdul-Kareem Al-Selwady
4217,UFC 299,Sean O'Malley,Marlon Vera,Sean O'Malley,1.4,3.35,Marlon Vera,Sean O'Malley
4218,UFC 299,Dustin Poirier,Benoit Saint-Denis,Dustin Poirier,2.88,1.51,Dustin Poirier,Benoit Saint-Denis
4219,UFC 299,Michael Page,Kevin Holland,Michael Page,2.2,1.77,Michael Page,Kevin Holland
4220,UFC 299,Gilbert Burns,Jack Della Maddalena,Jack Della Maddalena,2.42,1.65,Gilbert Burns,Jack Della Maddalena
4221,UFC 299,Petr Yan,Yadong Song,Petr Yan,1.65,2.45,Yadong Song,Petr Yan
4222,UFC 299,Jailton Junior,Curtis Blaydes,Curtis Blaydes,1.8,2.2,Curtis Blaydes,Jailton Junior
4223,UFC 299,Katlyn Chookagian,Maycee Barber,Maycee Barber,2.7,1.53,Katlyn Chookagian,Maycee Barber
4224,UFC 299,Mateusz Gamrot,Rafael dos Anjos,Mateusz Gamrot,1.22,4.75,Rafael dos Anjos,Mateusz Gamrot
4225,UFC 299,Pedro Munhoz,Kyler Phillips,Kyler Phillips,2.95,1.48,Pedro Munhoz,Kyler Phillips
4226,UFC 299,Ion Cutelaba,Philipe Lins,Philipe Lins,1.74,2.3,Philipe Lins,Ion Cutelaba
4227,UFC 299,Michel Pereira,Michal Oleksiejczuk,Michel Pereira,1.68,2.3,Michal Oleksiejczuk,Michel Pereira
4228,UFC 299,Josh Parisian,Robelis Despaigne,Robelis Despaigne,4.2,1.27,Josh Parisian,Robelis Despaigne
4229,UFC 299,Carlos Vergara,Assu Almabaev,Assu Almabaev,5.3,1.18,Carlos Vergara,Assu Almabaev
4230,UFC 299,Joanne Wood,Maryna Moroz,Joanne Wood,2.95,1.44,Joanne Wood,Maryna Moroz
4231,UFC Fight Night: Tuivasa vs. Tybura,Tai Tuivasa,Marcin Tybura,Marcin Tybura,1.93,2,Marcin Tybura,Tai Tuivasa
4232,UFC Fight Night: Tuivasa vs. Tybura,Kennedy Nzechukwu,Ovince St Preux,Ovince St Preux,1.16,6.2,Ovince St Preux,Kennedy Nzechukwu
4233,UFC Fight Night: Tuivasa vs. Tybura,Christian Rodriguez,Isaac Dulgarian,Christian Rodriguez,2.8,1.53,Christian Rodriguez,Isaac Dulgarian
4234,UFC Fight Night: Tuivasa vs. Tybura,Macy Chiasson,Pannie Kianzad,Macy Chiasson,1.43,3.1,Pannie Kianzad,Macy Chiasson
4235,UFC Fight Night: Tuivasa vs. Tybura,Bryan Barberena,Gerald Meerschaert,Gerald Meerschaert,3.3,1.42,Bryan Barberena,Gerald Meerschaert
4236,UFC Fight Night: Tuivasa vs. Tybura,Natan Levy,Mike Davis,Mike Davis,4.8,1.2,Natan Levy,Mike Davis
4237,UFC Fight Night: Tuivasa vs. Tybura,Josiane Nunes,Chelsea Chandler,Chelsea Chandler,1.69,2.4,Chelsea Chandler,Josiane Nunes
4238,UFC Fight Night: Tuivasa vs. Tybura,Jafel Filho,Ode Osbourne,Jafel Filho,1.62,2.6,Ode Osbourne,Jafel Filho
4239,UFC Fight Night: Tuivasa vs. Tybura,Joshua Culibao,Danny Silva,Danny Silva,1.56,2.7,Danny Silva,Joshua Culibao
4240,UFC Fight Night: Tuivasa vs. Tybura,Cory McKenna,Jaqueline Amorim,Jaqueline Amorim,1.68,2.45,Jaqueline Amorim,Cory McKenna
4241,UFC Fight Night: Tuivasa vs. Tybura,Thiago Moises,Mitch Ramirez,Thiago Moises,1.32,4,Mitch Ramirez,Thiago Moises
4242,UFC Fight Night: Tuivasa vs. Tybura,Charalampos Grigoriou,Chad Anheliger,Chad Anheliger,1.61,2.55,Chad Anheliger,Charalampos Grigoriou
4243,UFC Fight Night: Ribas vs. Namajunas,Amanda Ribas,Rose Namajunas,Rose Namajunas,2.85,1.48,Amanda Ribas,Rose Namajunas
4244,UFC Fight Night: Ribas vs. Namajunas,Justin Tafa,Karl Williams,Karl Williams,2.75,1.56,Justin Tafa,Karl Williams
4245,UFC Fight Night: Ribas vs. Namajunas,Edmen Shahbazyan,AJ Dobson,Edmen Shahbazyan,1.53,2.65,AJ Dobson,Edmen Shahbazyan
4246,UFC Fight Night: Ribas vs. Namajunas,Payton Talbott,Cameron Saaiman,Payton Talbott,1.65,2.45,Cameron Saaiman,Payton Talbott
4247,UFC Fight Night: Ribas vs. Namajunas,Billy Quarantillo,Youssef Zalal,Youssef Zalal,2.12,1.87,Billy Quarantillo,Youssef Zalal
4248,UFC Fight Night: Ribas vs. Namajunas,Luis Pajuelo,Fernando Padilla,Fernando Padilla,2.5,1.61,Luis Pajuelo,Fernando Padilla
4249,UFC Fight Night: Ribas vs. Namajunas,Kurt Holobaugh,Trey Ogden,Trey Ogden,2.25,1.77,Kurt Holobaugh,Trey Ogden
4250,UFC Fight Night: Ribas vs. Namajunas,Ricardo Ramos,Julian Erosa,Julian Erosa,1.59,2.55,Julian Erosa,Ricardo Ramos
4251,UFC Fight Night: Ribas vs. Namajunas,Miles Johns,Cody Gibson,Miles Johns,1.74,2.25,Cody Gibson,Miles Johns
4252,UFC Fight Night: Ribas vs. Namajunas,Steven Nguyen,Jarno Errens,Jarno Errens,1.62,2.43,Jarno Errens,Steven Nguyen
4253,UFC Fight Night: Ribas vs. Namajunas,Montserrat Rendon,Dariya Zheleznyakova,Dariya Zheleznyakova,3.5,1.45,Montserrat Rendon,Dariya Zheleznyakova
4254,UFC Fight Night: Ribas vs. Namajunas,Igor da Silva,Andre Lima,Andre Lima,2.43,1.62,Igor da Silva,Andre Lima
4255,UFC Fight Night: Ribas vs. Namajunas,Mohammed Usman,Michael Parkin,Michael Parkin,2.2,1.75,Mohammed Usman,Michael Parkin
4256,UFC Fight Night: Blanchfield vs. Fiorot,Erin Blanchfield,Manon Fiorot,Manon Fiorot,1.51,2.65,Manon Fiorot,Erin Blanchfield
4257,UFC Fight Night: Blanchfield vs. Fiorot,Vicente Luque,Joaquin Buckley,Joaquin Buckley,1.87,2.05,Joaquin Buckley,Vicente Luque
4258,UFC Fight Night: Blanchfield vs. Fiorot,Chris Weidman,Bruno Silva,Chris Weidman,2.9,1.51,Chris Weidman,Bruno Silva
4259,UFC Fight Night: Blanchfield vs. Fiorot,Sedriques Dumas,Nursulton Ruziboev,Nursulton Ruziboev,2.85,1.53,Sedriques Dumas,Nursulton Ruziboev
4260,UFC Fight Night: Blanchfield vs. Fiorot,Bill Algeo,Kyle Nelson,Kyle Nelson,1.42,3.1,Kyle Nelson,Bill Algeo
4261,UFC Fight Night: Blanchfield vs. Fiorot,Chidi Njokuani,Rhys McKee,Chidi Njokuani,1.74,2.22,Rhys McKee,Chidi Njokuani
4262,UFC Fight Night: Blanchfield vs. Fiorot,Nate Landwehr,Jamall Emmers,Nate Landwehr,2.58,1.57,Nate Landwehr,Jamall Emmers
4263,UFC Fight Night: Blanchfield vs. Fiorot,Lupita Godinez,Virna Jandiroba,Virna Jandiroba,1.47,2.9,Virna Jandiroba,Lupita Godinez
4264,UFC Fight Night: Blanchfield vs. Fiorot,Julio Arce,Herbert Burns,Julio Arce,1.28,4.1,Herbert Burns,Julio Arce
4265,UFC Fight Night: Blanchfield vs. Fiorot,Dennis Buzukja,Connor Matthews,Dennis Buzukja,1.87,2,Connor Matthews,Dennis Buzukja
4266,UFC Fight Night: Blanchfield vs. Fiorot,Ibo Aslan,Anton Turkalj,Ibo Aslan,1.81,2.1,Anton Turkalj,Ibo Aslan
4267,UFC Fight Night: Blanchfield vs. Fiorot,Andre Petroski,Jacob Malkoun,Jacob Malkoun,3.05,1.42,Andre Petroski,Jacob Malkoun
4268,UFC Fight Night: Blanchfield vs. Fiorot,Angel Pacheco,Caolan Loughran,Caolan Loughran,4.5,1.29,Angel Pacheco,Caolan Loughran
4269,UFC Fight Night: Allen vs. Curtis II,Chris Curtis,Brendan Allen,Brendan Allen,2.9,1.48,Chris Curtis,Brendan Allen
4270,UFC Fight Night: Allen vs. Curtis II,Alexander Hernandez,Damon Jackson,Damon Jackson,1.56,2.65,Damon Jackson,Alexander Hernandez
4271,UFC Fight Night: Allen vs. Curtis II,Morgan Charriere,Jose Mariscal,Jose Mariscal,1.78,2.26,Jose Mariscal,Morgan Charriere
4272,UFC Fight Night: Allen vs. Curtis II,Ignacio Bahamondes,Christos Giagos,Ignacio Bahamondes,1.33,3.8,Christos Giagos,Ignacio Bahamondes
4273,UFC Fight Night: Allen vs. Curtis II,Trevor Peek,Charlie Campbell,Charlie Campbell,2.44,1.67,Trevor Peek,Charlie Campbell
4274,UFC Fight Night: Allen vs. Curtis II,Court McGee,Alex Morono,Alex Morono,3.9,1.34,Court McGee,Alex Morono
4275,UFC Fight Night: Allen vs. Curtis II,Lukasz Brzeski,Valter Walker,Lukasz Brzeski,3.1,1.44,Lukasz Brzeski,Valter Walker
4276,UFC Fight Night: Allen vs. Curtis II,Germaine de Randamie,Norma Dumont,Norma Dumont,2.05,1.95,Germaine de Randamie,Norma Dumont
4277,UFC Fight Night: Allen vs. Curtis II,Pedro Falcao,Victor Hugo Silva,Victor Hugo Silva,2.35,1.71,Pedro Falcao,Victor Hugo Silva
4278,UFC Fight Night: Allen vs. Curtis II,Dan Argueta,Jean Matsumoto,Jean Matsumoto,2.43,1.65,Dan Argueta,Jean Matsumoto
4279,UFC Fight Night: Allen vs. Curtis II,Dylan Budka,César Almeida,César Almeida,1.69,2.4,César Almeida,Dylan Budka
4280,UFC Fight Night: Allen vs. Curtis II,Melissa Dixon,Nora Cornolle,Nora Cornolle,1.29,3.65,Nora Cornolle,Melissa Dixon
4281,UFC 300,Alex Pereira,Jamahal Hill,Alex Pereira,1.82,2.2,Jamahal Hill,Alex Pereira
4282,UFC 300,Weili Zhang,Yan Xiaonan,Weili Zhang,1.22,5.3,Yan Xiaonan,Weili Zhang
4283,UFC 300,Max Holloway,Justin Gaethje,Max Holloway,2.65,1.67,Max Holloway,Justin Gaethje
4284,UFC 300,Charles Oliveira,Arman Tsarukyan,Arman Tsarukyan,2.8,1.53,Charles Oliveira,Arman Tsarukyan
4285,UFC 300,Bo Nickal,Cody Brundage,Bo Nickal,1.07,10,Cody Brundage,Bo Nickal
4286,UFC 300,Aleksandar Rakic,Jiri Prochazka,Jiri Prochazka,2,2,Aleksandar Rakic,Jiri Prochazka
4287,UFC 300,Aljamain Sterling,Calvin Kattar,Aljamain Sterling,1.59,2.65,Calvin Kattar,Aljamain Sterling
4288,UFC 300,Holly Holm,Kayla Harrison,Kayla Harrison,4.6,1.23,Holly Holm,Kayla Harrison
4289,UFC 300,Sodiq Yusuff,Diego Lopes,Diego Lopes,2.4,1.74,Sodiq Yusuff,Diego Lopes
4290,UFC 300,Renato Moicano,Jalin Turner,Renato Moicano,3.25,1.44,Renato Moicano,Jalin Turner
4291,UFC 300,Jessica Andrade,Marina Alcalde Rodriguez,Jessica Andrade,1.71,2.36,Marina Alcalde Rodriguez,Jessica Andrade
4292,UFC 300,Bobby Green,Jim Miller,Bobby Green,1.56,2.65,Jim Miller,Bobby Green
4293,UFC 300,Deiveson Figueiredo,Cody Garbrandt,Deiveson Figueiredo,1.3,4,Cody Garbrandt,Deiveson Figueiredo
4294,UFC Fight Night: Nicolau vs Perez,Matheus Nicolau,Alex Perez,Alex Perez,1.57,2.55,Alex Perez,Matheus Nicolau
4295,UFC Fight Night: Nicolau vs Perez,Ryan Spann,Bogdan Guskov,Bogdan Guskov,1.54,2.7,Bogdan Guskov,Ryan Spann
4296,UFC Fight Night: Nicolau vs Perez,Karine Silva,Ariane Lipski,Karine Silva,1.67,2.36,Ariane Lipski,Karine Silva
4297,UFC Fight Night: Nicolau vs Perez,Austen Lane,Jhonata Diniz,Jhonata Diniz,3.7,1.4,Austen Lane,Jhonata Diniz
4298,UFC Fight Night: Nicolau vs Perez,Jonathan Pearce,David Onama,David Onama,1.65,2.45,David Onama,Jonathan Pearce
4299,UFC Fight Night: Nicolau vs Perez,Tim Means,Uros Medic,Uros Medic,3.5,1.33,Tim Means,Uros Medic
4300,UFC Fight Night: Nicolau vs Perez,Rani Yahya,Victor Henry,Victor Henry,4.4,1.24,Rani Yahya,Victor Henry
4301,UFC Fight Night: Nicolau vs Perez,Austin Hubbard,Michal Figlak,Austin Hubbard,2.55,1.61,Austin Hubbard,Michal Figlak
